Source,Category,Date Range,Geo,Question Seed,Question Query,Indexed Searches within Question Seed,Rising,Is question
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,is,is coronavirus new,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,is,is coronavirus airborne,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,is,is coronavirus the flu,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,is,is there a cure for coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,is,is coronavirus dangerous,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,is,is the coronavirus deadly,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many have coronavirus,100,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many coronavirus cases,76,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people have coronavirus,73,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people died coronavirus,67,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many died from coronavirus,65,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how coronavirus spread,60,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people died from coronavirus,53,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how coronavirus start,50,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many cases of coronavirus,47,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how did coronavirus start,44,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many have died from coronavirus,42,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how did the coronavirus,41,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people have the coronavirus,41,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people have died from coronavirus,36,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how to get coronavirus,30,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many have coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many coronavirus cases,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people have coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people died coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many died from coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how coronavirus spread,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people died from coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how coronavirus start,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many cases of coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how did coronavirus start,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many have died from coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how did the coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people have the coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,how,how many people have died from coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do i have coronavirus,68,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do masks help coronavirus,18,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do masks work coronavirus,17,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do i have the coronavirus,17,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do masks prevent coronavirus,15,,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do i have coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do masks help coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do masks work coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do i have the coronavirus,,Breakout,Yes
"https://trends.google.com/trends/explore?date=2020-01-15%202020-03-04&q=Coronavirus%20what%20-where%20-how,coronavirus%20where%20-what%20-how,coronavirus%20is%20-what%20-where%20-how,coronavirus%20how%20-what%20-where,coronavirus%20do%20-where%20-what%20-how%20-brasil%20-sintomas%20%20-noticias%20-previs%C3%A3o%20-origem%20-cura%20-causa%20-que",All categories,1/15/20 - 3/4/20,Worldwide,do,do masks prevent coronavirus,,Breakout,Yes
